age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
33,Private,345277,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,45,United-States,>50K
25,Private,188119,High School Grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,40,United-States,<=50K
27,Private,176683,High School Grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,48,United-States,<=50K
22,Private,309178,High School Grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
67,Self-employed,40021,High School Grad,9,Married,Farming-fishing,Husband,White,Male,0,0,35,United-States,<=50K
31,Self-employed,49923,High School Grad,9,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
43,Federal-gov,325706,Professional Degree,15,Married,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,50,India,>50K
33,Private,124407,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
37,Self-employed,301568,High School Grad,9,Married,Prof-specialty,Wife,White,Female,0,0,35,United-States,>50K
27,Private,339956,High School Grad,9,Married,Transport-moving,Husband,Black,Male,0,0,60,United-States,<=50K
33,Private,198452,Associate's degree,12,Divorced,Sales,Not-in-family,White,Female,0,0,45,United-States,<=50K
48,Private,171807,Bachelors,13,Divorced,Other-service,Unmarried,White,Female,0,0,56,United-States,>50K
25,Private,362826,High School Grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,45,United-States,<=50K
41,Self-employed,344329,High School Grad,9,Married,Other-service,Husband,White,Male,0,0,10,United-States,<=50K
26,Private,137678,High School Grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
30,State-gov,137613,Masters,14,Married,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,17,Taiwan,<=50K
67,Self-employed,354405,High School Grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K
32,Private,130057,High School Grad,9,Married,Sales,Husband,White,Male,0,0,55,United-States,>50K
48,Self-employed,362883,High School Grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,>50K
51,Private,49017,High School Grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,24,United-States,<=50K
39,Private,149943,Masters,14,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,40,China,<=50K
40,Self-employed,99185,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
40,Private,294708,High School Grad,9,Married,Transport-moving,Husband,Black,Male,0,0,40,United-States,>50K
19,Private,228238,High School Grad,9,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,40,Mexico,<=50K
28,Private,156819,High School Grad,9,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,36,United-States,<=50K
47,Private,332727,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
40,Private,273425,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
61,Private,231183,High School Grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
25,Private,313930,High School Incomplete,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,<=50K
26,Private,114483,High School Grad,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
43,Private,162108,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
37,Private,291981,High School Grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
47,Local-gov,287320,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
29,Private,115677,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
29,Private,239632,High School Grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
33,Private,409172,Bachelors,13,Married,Exec-managerial,Own-child,White,Male,0,0,55,United-States,<=50K
20,Private,186849,High School Grad,9,Never-married,Transport-moving,Other-relative,White,Male,0,0,40,United-States,<=50K
26,Private,142689,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50K
41,State-gov,170924,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
43,Private,153489,Bachelors,13,Married,Sales,Husband,White,Male,0,0,50,United-States,<=50K
18,Private,192409,High School Incomplete,8,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,<=50K
44,Private,195545,High School Grad,9,Divorced,Machine-op-inspct,Own-child,Black,Female,0,0,40,United-States,<=50K
64,Private,61892,High School Grad,9,Widowed,Priv-house-serv,Not-in-family,White,Female,0,0,15,United-States,<=50K
34,Self-employed,175697,Associate's degree,11,Married,Craft-repair,Husband,White,Male,0,0,75,United-States,<=50K
25,Private,419658,High School Grad,9,Never-married,Other-service,Own-child,White,Female,0,0,8,United-States,<=50K
23,Private,268145,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,<=50K
49,Self-employed,213354,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,70,United-States,>50K
25,Private,303431,High School Grad,9,Married,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
51,Private,124963,Associate's degree,12,Married,Sales,Husband,White,Male,0,0,50,United-States,<=50K
29,Private,158218,High School Grad,9,Never-married,Farming-fishing,Unmarried,White,Male,0,0,35,United-States,<=50K
27,State-gov,553473,Bachelors,13,Married,Protective-serv,Wife,Black,Female,0,0,48,United-States,<=50K
53,Private,46155,High School Grad,9,Married,Priv-house-serv,Other-relative,White,Female,0,0,40,United-States,<=50K
68,Private,138714,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K
56,Private,231781,High School Grad,9,Married,Sales,Husband,White,Male,0,0,40,United-States,>50K
30,Private,496414,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
24,Private,19410,High School Grad,9,Divorced,Sales,Unmarried,Amer-Indian-Eskimo,Female,0,0,48,United-States,<=50K
74,Private,272667,Associate's degree,12,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,<=50K
41,Local-gov,144995,Masters,14,Married,Exec-managerial,Husband,White,Male,0,0,55,United-States,<=50K
45,Private,162494,High School Grad,9,Never-married,Sales,Own-child,White,Female,0,0,19,United-States,<=50K
35,Private,171968,High School Grad,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
21,Private,232569,High School Grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
45,Private,161819,High School Incomplete,7,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,25,United-States,<=50K
18,Private,123343,High School Incomplete,7,Never-married,Sales,Not-in-family,White,Female,0,0,30,United-States,<=50K
49,Private,105449,Bachelors,13,Never-married,Priv-house-serv,Not-in-family,White,Male,0,0,25,United-States,<=50K
49,Private,181717,Associate's degree,11,Divorced,Prof-specialty,Own-child,White,Female,0,0,36,United-States,<=50K
45,Local-gov,102359,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,37,United-States,<=50K
27,Private,72887,High School Grad,9,Never-married,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
35,Private,255191,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
35,Private,110402,High School Incomplete,7,Married,Sales,Husband,White,Male,0,0,35,United-States,<=50K
19,Private,208513,High School Grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K
22,Private,217363,High School Grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
18,Private,178142,High School Grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
33,Self-employed,281832,Doctorate,16,Married,Prof-specialty,Husband,White,Male,0,0,40,Cuba,>50K
28,Private,96226,High School Grad,9,Married,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
31,Federal-gov,210926,High School Grad,9,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States,<=50K
29,Private,199499,Associate's degree,11,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<=50K
32,Self-employed,191385,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,77,United-States,<=50K
61,Private,193479,High School Grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,24,United-States,<=50K
43,Self-employed,225165,High School Incomplete,7,Married,Craft-repair,Husband,White,Male,0,0,55,United-States,<=50K
35,Private,346766,High School Grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,40,United-States,<=50K
39,State-gov,152307,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
18,Private,79990,High School Incomplete,7,Never-married,Prof-specialty,Own-child,White,Male,0,0,35,United-States,<=50K
23,Private,197207,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
32,Private,229732,Bachelors,13,Married,Sales,Husband,White,Male,0,0,45,United-States,<=50K
52,Private,204402,High School Grad,9,Married,Transport-moving,Husband,White,Male,0,0,85,United-States,>50K
36,Private,181065,Associate's degree,12,Married,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
23,Private,164574,Associate's degree,12,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
71,Private,179574,Professional Degree,15,Married,Prof-specialty,Husband,White,Male,0,0,12,United-States,>50K
27,Private,191782,High School Grad,9,Never-married,Other-service,Other-relative,Black,Female,0,0,30,United-States,<=50K
56,Private,146660,High School Grad,9,Married,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
45,Private,210875,High School Grad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,137898,High School Grad,9,Married,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K
35,Private,208378,High School Incomplete,8,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
48,Private,401333,High School Grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
57,Private,278228,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
31,Private,145377,Bachelors,13,Married,Sales,Husband,White,Male,0,0,60,United-States,<=50K
25,Private,120238,High School Grad,9,Married,Sales,Husband,White,Male,0,0,40,United-States,<=50K
38,Private,238721,Associate's degree,12,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,<=50K
34,Self-employed,152493,High School Grad,9,Married,Farming-fishing,Husband,White,Male,0,0,70,United-States,<=50K
50,Private,92968,Bachelors,13,Never-married,Sales,Unmarried,White,Female,0,0,32,United-States,<=50K
50,Private,136836,High School Grad,9,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States,<=50K
49,Federal-gov,216453,Associate's degree,11,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,45,United-States,<=50K
30,Private,349148,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,70,United-States,<=50K
29,State-gov,309620,Masters,14,Married,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,20,Taiwan,<=50K
42,Private,85995,High School Grad,9,Married,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
42,Self-employed,308279,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,21,United-States,<=50K
51,Private,203015,High School Grad,9,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,239043,High School Incomplete,7,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
61,Private,179761,High School Grad,9,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
52,Private,49243,High School Grad,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,229716,High School Grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,38,United-States,<=50K
31,Private,341672,Bachelors,13,Married,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,60,India,<=50K
56,Private,275236,Bachelors,13,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
21,Private,235442,High School Grad,9,Married,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
51,Private,161691,High School Grad,9,Married,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
20,Private,173945,High School Incomplete,7,Married,Prof-specialty,Other-relative,White,Female,0,0,39,United-States,<=50K
20,Private,122649,High School Grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K
28,Private,421967,Bachelors,13,Married,Exec-managerial,Wife,White,Female,0,0,60,United-States,>50K
47,Private,74305,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
47,Self-employed,182752,High School Grad,9,Married,Adm-clerical,Wife,White,Female,0,0,35,Iran,<=50K
45,Private,34248,High School Grad,9,Married,Sales,Husband,White,Male,0,0,50,United-States,<=50K
17,Private,186677,High School Incomplete,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,12,United-States,<=50K
37,Private,167851,High School Grad,9,Married,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
17,Private,209650,High School Incomplete,8,Never-married,Other-service,Own-child,White,Male,0,0,16,United-States,<=50K
18,Self-employed,132986,High School Grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
57,Private,94429,High School Grad,9,Married,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,252406,High School Grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
26,Private,174592,Masters,14,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
36,Self-employed,151322,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
51,Private,37237,High School Grad,9,Married,Farming-fishing,Husband,White,Male,0,0,80,United-States,>50K
51,Private,94081,High School Grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,>50K
24,Private,329408,High School Incomplete,7,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
35,Private,106028,High School Grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,65,United-States,<=50K
28,Private,138692,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
37,Private,173968,High School Grad,9,Married,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
43,Private,228320,High School Grad,9,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,96585,High School Grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,30,United-States,<=50K
42,Private,156580,Bachelors,13,Married,Sales,Wife,White,Female,0,0,40,Puerto-Rico,<=50K
52,Local-gov,137753,High School Grad,9,Married,Other-service,Wife,Black,Female,0,0,20,United-States,<=50K
29,Private,29865,High School Grad,9,Divorced,Sales,Not-in-family,Amer-Indian-Eskimo,Female,0,0,50,United-States,<=50K
28,Private,362491,High School Grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
54,Private,98535,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
65,Private,183170,High School Grad,9,Divorced,Other-service,Not-in-family,White,Male,0,0,25,United-States,<=50K
29,Private,178244,High School Grad,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
27,Private,127833,High School Grad,9,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K
36,Private,269722,Masters,14,Married,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
55,State-gov,136819,High School Grad,9,Married,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,132078,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
68,Self-employed,140852,High School Grad,9,Married,Sales,Husband,White,Male,0,0,40,United-States,<=50K
49,Self-employed,105614,High School Grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,>50K
50,Self-employed,225772,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,>50K
37,Private,242713,High School Incomplete,8,Divorced,Priv-house-serv,Unmarried,Black,Female,0,0,40,United-States,<=50K
60,Private,355865,Masters,14,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
43,Self-employed,35662,Doctorate,16,Married,Prof-specialty,Wife,White,Female,0,0,70,United-States,>50K
17,Private,297246,High School Incomplete,7,Never-married,Priv-house-serv,Own-child,White,Female,0,0,9,United-States,<=50K
42,Self-employed,115323,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,7,United-States,<=50K
21,Private,177265,Associate's degree,12,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K
28,Local-gov,336543,Associate's degree,12,Married,Protective-serv,Husband,Asian-Pac-Islander,Male,0,0,40,Hong,>50K
39,Self-employed,52870,High School Grad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
38,Local-gov,200153,Associate's degree,12,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
51,Federal-gov,27166,High School Grad,9,Married,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
19,Private,299598,High School Grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,16,United-States,<=50K
23,Private,122048,High School Grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
31,Private,345277,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
42,Private,113147,Associate's degree,12,Married,Prof-specialty,Husband,Black,Male,0,0,40,United-States,<=50K
43,Private,34007,High School Grad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
21,Private,231053,High School Grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,30,United-States,<=50K
30,Private,198183,Associate's degree,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
45,Self-employed,114396,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States,<=50K
42,Private,186376,Bachelors,13,Married,Other-service,Husband,Asian-Pac-Islander,Male,0,0,72,Philippines,>50K
44,State-gov,244974,Bachelors,13,Married,Protective-serv,Husband,White,Male,0,0,44,United-States,>50K
34,Self-employed,114691,High School Grad,9,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
35,Private,107160,High School Incomplete,8,Divorced,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K
29,Private,203833,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,<=50K
24,Private,47791,High School Grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,32,United-States,<=50K
27,Self-employed,243569,High School Grad,9,Married,Sales,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,119156,High School Grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
30,Private,391114,High School Grad,9,Married,Handlers-cleaners,Husband,White,Male,0,0,60,United-States,<=50K
34,State-gov,117503,Bachelors,13,Married,Adm-clerical,Husband,White,Male,0,0,20,Italy,<=50K
39,Private,294183,High School Grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
51,Self-employed,259323,High School Grad,9,Married,Craft-repair,Husband,White,Male,0,0,70,United-States,<=50K
21,Private,207988,High School Grad,9,Married,Prof-specialty,Other-relative,White,Female,0,0,35,United-States,<=50K
27,Private,192283,Associate's degree,11,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,38,United-States,<=50K
29,Private,214881,High School Grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
37,Private,110713,High School Grad,9,Married,Sales,Husband,White,Male,0,0,50,United-States,>50K
20,Private,201204,High School Grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
24,Private,197666,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
29,Private,162002,High School Grad,9,Never-married,Other-service,Own-child,White,Female,0,0,35,United-States,<=50K
55,Private,90414,Bachelors,13,Married,Craft-repair,Unmarried,White,Female,0,0,55,Ireland,<=50K
21,Private,190805,High School Grad,9,Married,Handlers-cleaners,Husband,White,Male,0,0,32,United-States,<=50K
19,Private,285263,High School Grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
33,Private,177331,Associate's degree,11,Married,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
22,Private,347530,High School Grad,9,Divorced,Other-service,Unmarried,Black,Female,0,0,35,United-States,<=50K
31,Private,204752,High School Incomplete,8,Never-married,Sales,Own-child,White,Male,0,0,32,United-States,<=50K
74,Self-employed,104001,High School Grad,9,Married,Sales,Husband,White,Male,0,0,40,United-States,>50K
36,Private,169037,High School Grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
42,Self-employed,212847,High School Grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,85,United-States,<=50K
50,State-gov,307392,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
39,Private,233428,High School Grad,9,Divorced,Exec-managerial,Other-relative,White,Female,0,0,40,United-States,<=50K
24,Private,283613,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,43,United-States,<=50K
27,Private,185647,High School Grad,9,Married,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,>50K
38,Private,179579,High School Grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
27,Private,131679,Associate's degree,11,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
52,Private,132973,High School Grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,<=50K
22,Private,154713,High School Grad,9,Divorced,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
30,Private,255279,High School Grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,20,United-States,<=50K
55,Private,202559,Bachelors,13,Married,Other-service,Other-relative,Asian-Pac-Islander,Male,0,0,35,Philippines,<=50K
32,Private,153326,Bachelors,13,Married,Prof-specialty,Other-relative,White,Male,0,0,40,United-States,<=50K
33,Self-employed,206609,High School Grad,9,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
17,Private,234780,High School Grad,9,Never-married,Farming-fishing,Own-child,Black,Male,0,0,40,United-States,<=50K
27,Private,178778,High School Grad,9,Married,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
55,Private,171355,Associate's degree,11,Married,Machine-op-inspct,Husband,White,Male,0,0,20,United-States,<=50K
41,Self-employed,397280,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,72,United-States,<=50K
54,Private,421561,Masters,14,Married,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
18,Private,27620,High School Grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,<=50K
19,Private,187570,High School Grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,20,United-States,<=50K
31,Private,102884,High School Grad,9,Married,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,<=50K
17,Private,228399,High School Incomplete,7,Never-married,Other-service,Own-child,White,Female,0,0,7,United-States,<=50K
51,Local-gov,108435,High School Grad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,278391,High School Grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
27,Private,157941,Associate's degree,11,Married,Sales,Husband,White,Male,0,0,45,United-States,<=50K
25,Private,182866,High School Grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
30,Private,206512,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,44,United-States,<=50K
33,Private,357954,High School Grad,9,Married,Handlers-cleaners,Husband,White,Male,0,0,35,India,<=50K
28,Private,189346,High School Grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,48,United-States,<=50K
37,Private,204145,Associate's degree,11,Married,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
26,Private,104045,High School Grad,9,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K
64,Federal-gov,173754,High School Grad,9,Married,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,211154,Bachelors,13,Married,Tech-support,Husband,White,Male,0,0,50,United-States,<=50K
24,Private,321435,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
40,State-gov,177083,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States,<=50K
46,Private,178829,Masters,14,Married,Exec-managerial,Not-in-family,White,Male,0,0,70,United-States,>50K
43,Private,209894,High School Grad,9,Married,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
31,Private,334744,High School Grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
35,Private,101978,High School Grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,<=50K
40,Private,77357,Professional Degree,15,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
50,Private,149770,Masters,14,Never-married,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
70,Private,172652,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,8,United-States,<=50K
46,Private,188293,High School Grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
36,Private,116608,High School Grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,38,United-States,<=50K
37,State-gov,348960,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,36,United-States,>50K
47,Local-gov,93476,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,70,United-States,<=50K
35,Self-employed,195744,High School Grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
43,Private,125833,Bachelors,13,Married,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,Vietnam,<=50K
18,State-gov,191117,High School Incomplete,7,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
54,Private,311020,High School Grad,9,Married,Other-service,Husband,White,Male,0,0,50,United-States,<=50K
62,Private,210464,High School Grad,9,Never-married,Other-service,Other-relative,Black,Female,0,0,38,United-States,<=50K
36,Private,135289,Bachelors,13,Married,Craft-repair,Husband,White,Male,0,0,48,United-States,>50K
22,Private,239612,High School Grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,20,United-States,<=50K
31,Self-employed,226696,Associate's degree,11,Married,Farming-fishing,Husband,White,Male,0,0,60,United-States,>50K
26,Private,190330,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,30,United-States,<=50K
44,Private,193755,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,>50K
73,Private,192740,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,30,United-States,<=50K
44,Private,201924,Bachelors,13,Divorced,Sales,Unmarried,White,Female,0,0,35,United-States,<=50K
35,Private,77146,Associate's degree,11,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
33,Private,126414,Bachelors,13,Married,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
27,Private,43652,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
47,Federal-gov,227244,Bachelors,13,Married,Protective-serv,Husband,Black,Male,0,0,50,United-States,>50K
